UIN,Incident.day,Incident.month,Incident.year,Victim.injury,State,Location,Shark.common.name,Shark.scientific.name,Latitude-Orig,Longitude-Orig,Adjusted,Site.category,AdjLat,AdjLong,Latitude,Longitude,Notes
555,1,10,1972,injured,NSW,"wairo beach, milton",white shark,Carcharodon carcharias ,-35.3500,150.4667,No,coastal,,,-35.3500,150.4667,
556,1,10,1972,injured,QLD,"mackay, steven's reef (96km off mackay)",whaler shark,Carcharhinidae,-17.1000,146.4000,No,ocean/pelagic,,,-17.1000,146.4000,
557,1,11,1972,uninjured,SA,"thistle island, port lincoln",white shark,Carcharodon carcharias ,-35.0000,136.1667,No,coastal,,,-35.0000,136.1667,
558,1,1,1973,injured,NSW,"umina beach, central coast",white shark,Carcharodon carcharias ,-33.5167,151.3167,No,coastal,,,-33.5167,151.3167,
559,1,3,1973,injured,QLD,"havana island, nr lucinda",tiger shark,Galeocerdo cuvier ,-18.5167,146.3500,No,coastal,,,-18.5167,146.3500,
560,1,8,1973,injured,QLD,"stradbroke island, point lookout",white shark,Carcharodon carcharias ,-27.4167,153.5333,No,island open ocean,,,-27.4167,153.5333,
561,1,11,1973,injured,QLD,"gin arm creek, north qld",bull shark,Carcharhinus leucas,-17.6833,139.3667,No,river,,,-17.6833,139.3667,
562,1,1,1974,fatal,SA,streaky bay,white shark,Carcharodon carcharias ,-32.7667,134.2000,No,coastal,,,-32.7667,134.2000,
563,1,9,1974,fatal,QLD,"south stradbroke island, jumpinpin ",tiger shark,Galeocerdo cuvier ,-27.7333,153.6833,No,ocean/pelagic,,,-27.7333,153.6833,
564,1,12,1974,injured,WA,geographe bay,wobbegong,Orectolobidae,-33.6333,115.3500,No,coastal,,,-33.6333,115.3500,
565,1,1,1975,fatal,SA,"port lincoln, almonta beach",white shark,Carcharodon carcharias ,-34.6833,135.3500,No,coastal,,,-34.6833,135.3500,
566,1,2,1975,injured,VIC,"cotters lake beach, wilsons promontory",white shark,Carcharodon carcharias ,-38.9333,146.2333,No,coastal,,,-38.9333,146.2333,
567,1,2,1975,fatal,SA,"cactus beach, point sinclair, penong",white shark,Carcharodon carcharias ,-32.0833,132.9667,No,coastal,,,-32.0833,132.9667,
568,1,2,1975,injured,VIC,"soapys point, anglesea",wobbegong,Orectolobidae,-38.4000,144.1833,No,coastal,,,-38.4000,144.1833,
569,1,3,1975,injured,QLD,mornington island,tiger shark,Galeocerdo cuvier ,-16.5500,139.4000,No,island open ocean,,,-16.5500,139.4000,
570,1,7,1975,injured,QLD,"maroochydore, alexandra head",white shark,Carcharodon carcharias ,-26.6500,153.0833,No,coastal,,,-26.6500,153.0833,
571,1,7,1975,fatal,TAS,"bruny island, fluted cape",white shark,Carcharodon carcharias ,-43.3500,147.3500,No,coastal,,,-43.3500,147.3500,
572,1,11,1975,injured,NSW,"queenscliff beach, sydney",wobbegong,Orectolobidae,-33.7833,151.2833,No,coastal,,,-33.7833,151.2833,
573,1,9,1976,injured,SA,point lowly,white shark,Carcharodon carcharias ,-32.9833,137.7833,No,coastal,,,-32.9833,137.7833,
574,1,2,1977,injured,NSW,kingscliffe beach,tiger shark,Galeocerdo cuvier ,-28.2333,153.5667,No,coastal,,,-28.2333,153.5667,
575,1,3,1977,fatal,QLD,moreton bay,tiger shark,Galeocerdo cuvier ,-27.2500,153.2500,No,coastal,,,-27.2500,153.2500,
576,1,3,1977,fatal,QLD,moreton bay,tiger shark,Galeocerdo cuvier ,-27.2500,153.2500,No,coastal,,,-27.2500,153.2500,
577,1,4,1977,injured,QLD,"burleigh heads, tallebudgera creek",bull shark,Carcharhinus leucas,-28.0833,153.4500,No,estuary/harbour,,,-28.0833,153.4500,
578,1,8,1977,fatal,QLD,"caloundra, buddina beach",tiger shark,Galeocerdo cuvier ,-26.6833,153.1333,No,coastal,,,-26.6833,153.1333,
579,1,8,1977,injured,SA,cactus beach,white shark,Carcharodon carcharias ,-32.0833,132.9667,No,coastal,,,-32.0833,132.9667,
580,1,8,1978,uninjured,WA,"mullaloo beach, perth",white shark,Carcharodon carcharias ,-31.7667,115.7167,No,coastal,,,-31.7667,115.7167,
581,1,9,1978,uninjured,TAS,munro bight,white shark,Carcharodon carcharias ,-43.1667,147.9833,No,coastal,,,-43.1667,147.9833,
582,1,12,1978,injured,QLD,"bribie island, pumicestone passage",bull shark,Carcharhinus leucas,-26.8000,153.1167,No,coastal,,,-26.8000,153.1167,
583,1,1,1979,uninjured,QLD,mooloolaba,bronze whaler shark,Carcharhinus brachyurus,-26.6667,153.1167,No,coastal,,,-26.6667,153.1167,
584,1,9,1979,injured,NSW,"byron bay, the pass",whaler shark,Carcharhinidae,-28.6333,153.6167,No,coastal,,,-28.6333,153.6167,
585,1,1,1980,injured,NSW,seal rocks,wobbegong,Orectolobidae,-32.4333,152.5167,No,coastal,,,-32.4333,152.5167,
586,1,3,1980,injured,VIC,"shoreham beach, port phillip bay",bronze whaler shark,Carcharhinus brachyurus,-38.4167,145.0500,No,coastal,,,-38.4167,145.0500,
587,1,3,1980,injured,QLD,"stradbroke island, point lookout",whaler shark,Carcharhinidae,-27.4167,153.5333,No,coastal,,,-27.4167,153.5333,
588,1,9,1980,uninjured,SA,cactus beach,white shark,Carcharodon carcharias ,-32.0833,132.9667,No,coastal,,,-32.0833,132.9667,
589,1,10,1980,injured,QLD,marian reef,grey reef shark,Carcharhinus amblyrhynchos,-16.9167,145.7667,No,coastal,,,-16.9167,145.7667,
590,1,11,1980,injured,WA,lancelin,white shark,Carcharodon carcharias ,-31.0000,115.3000,No,coastal,,,-31.0000,115.3000,
591,1,1,1981,uninjured,NSW,byron bay,tiger shark,Galeocerdo cuvier ,-28.6333,153.6167,No,coastal,,,-28.6333,153.6167,
592,1,2,1981,injured,WA,"rottnest island, parker point",wobbegong,Orectolobidae,-32.0000,115.5167,No,island open ocean,,,-32.0000,115.5167,
593,1,2,1981,injured,WA,"leighton beach, perth",wobbegong,Orectolobidae,-32.0167,115.7333,No,coastal,,,-32.0167,115.7333,
594,1,12,1981,injured,QLD,green island,tiger shark,Galeocerdo cuvier ,-16.7500,145.9667,No,island open ocean,,,-16.7500,145.9667,
595,1,2,1982,uninjured,TAS,"recherche bay, the strip",white shark,Carcharodon carcharias ,-43.5167,146.9000,No,coastal,,,-43.5167,146.9000,
596,1,2,1982,fatal,TAS,south cape bay,white shark,Carcharodon carcharias ,-43.5667,146.8833,No,coastal,,,-43.5667,146.8833,
597,1,3,1982,fatal,NSW,"byron bay, tallow beach",white shark,Carcharodon carcharias ,-28.6333,153.6167,No,coastal,,,-28.6333,153.6167,
598,1,7,1983,uninjured,QLD,"broadhurst reef, townsville",tiger shark,Galeocerdo cuvier ,-18.9000,147.7333,No,island open ocean,,,-18.9000,147.7333,
599,1,7,1983,fatal,QLD,"townsville, lodestone reef",tiger shark,Galeocerdo cuvier ,-18.6833,147.1000,No,island open ocean,,,-18.6833,147.1000,
600,1,7,1983,fatal,QLD,"townsville, lodestone reef",tiger shark,Galeocerdo cuvier ,-18.6833,147.1000,No,island open ocean,,,-18.6833,147.1000,
601,1,11,1983,injured,QLD,coolangatta beach,tiger shark,Galeocerdo cuvier ,-28.1667,153.5333,No,coastal,,,-28.1667,153.5333,
602,1,12,1983,injured,SA,south neptune island,white shark,Carcharodon carcharias ,-35.3167,136.1000,No,island open ocean,,,-35.3167,136.1000,
603,1,2,1984,injured,QLD,"mackay, derwent island",tiger shark,Galeocerdo cuvier ,-21.1333,149.1833,No,island open ocean,,,-21.1333,149.1833,
604,1,3,1984,injured,WA,coral bay,whaler shark,Carcharhinidae,-23.1333,113.7667,No,coastal,,,-23.1333,113.7667,
605,1,3,1984,injured,WA,waterman reef,wobbegong,Orectolobidae,-31.8333,115.7500,No,Coastal,,,-31.8333,115.7500,
606,1,6,1984,uninjured,TAS,cape raoul,white shark,Carcharodon carcharias ,-43.2333,147.7833,No,coastal,,,-43.2333,147.7833,
607,1,9,1984,injured,NT,port keats,tiger shark,Galeocerdo cuvier ,-14.1167,129.5333,No,coastal,,,-14.1167,129.5333,
608,1,10,1984,uninjured,NSW,"byron bay, suffolk park  beach",white shark,Carcharodon carcharias ,-28.6833,153.6167,No,coastal,,,-28.6833,153.6167,
609,1,10,1984,uninjured,TAS,"the lanterns, fortescue bay",white shark,Carcharodon carcharias ,-43.1333,148.0000,No,coastal,,,-43.1333,148.0000,
610,1,11,1984,fatal,QLD,"mackay, blacks beach",tiger shark,Galeocerdo cuvier ,-21.0500,149.1833,No,coastal,,,-21.0500,149.1833,
611,1,2,1985,uninjured,VIC,jan juc beach,white shark,Carcharodon carcharias ,-38.3333,144.3000,No,coastal,,,-38.3333,144.3000,
612,1,3,1985,injured,WA,watermans beach,wobbegong,Orectolobidae,-31.8500,115.7500,No,island open ocean,,,-31.8500,115.7500,
613,1,3,1985,fatal,SA,"wiseman's beach, port lincoln",white shark,Carcharodon carcharias ,-34.4667,136.0167,No,coastal,,,-34.4667,136.0167,
614,1,9,1985,injured,QLD,osprey reef,whitetip reef shark,Triaenodon obesus  ,-13.9167,146.6167,No,coastal,,,-13.9167,146.6167,
615,1,12,1985,injured,NSW,north solitary island,wobbegong,Orectolobidae,-29.9167,153.3833,No,island open ocean,,,-29.9167,153.3833,
616,1,1,1986,fatal,QLD,"torres strait, prince of wales island",tiger shark,Galeocerdo cuvier ,-10.6667,142.1833,No,island open ocean,,,-10.6667,142.1833,
617,1,3,1986,injured,NT,"nightcliff beach, darwin",wobbegong,Orectolobidae,-12.3667,130.8333,No,coastal,,,-12.3667,130.8333,
618,1,5,1986,injured,NSW,"north head, sydney ",wobbegong,Orectolobidae,-33.8167,151.3000,No,coastal,,,-33.8167,151.3000,
619,1,8,1986,injured,NSW,"north head, sydney ",wobbegong,Orectolobidae,-33.8167,151.3000,No,coastal,,,-33.8167,151.3000,
620,1,10,1986,uninjured,WA,"cocos (keeling) islands, direction island",tiger shark,Galeocerdo cuvier ,-12.1500,96.8167,No,island open ocean,,,-12.1500,96.8167,
621,1,1,1987,injured,QLD,lizard island,tiger shark,Galeocerdo cuvier ,-14.6667,145.4500,No,island open ocean,,,-14.6667,145.4500,
622,1,1,1987,injured,QLD,"osprey reef, north horn",whitetip reef shark,Triaenodon obesus  ,-13.9167,146.6167,No,island open ocean,,,-13.9167,146.6167,
623,1,2,1987,injured,NSW,"forster, pebbly beach",wobbegong,Orectolobidae,-32.1667,152.5167,No,ocean/pelagic,,,-32.1667,152.5167,
624,1,2,1987,fatal,VIC,mornington peninsula,white shark,Carcharodon carcharias ,-38.4667,144.8833,No,coastal,,,-38.4667,144.8833,
625,1,3,1987,injured,WA,between twilight & fourth beach,white shark,Carcharodon carcharias ,-33.8833,121.8167,No,coastal,,,-33.8833,121.8167,
626,1,4,1987,injured,WA,"garden island, two people bay",wobbegong,Orectolobidae,-32.1667,115.6500,No,estuary/harbour,,,-32.1667,115.6500,
627,1,9,1987,fatal,SA,"merino rocks, adelaide",white shark,Carcharodon carcharias ,-34.9167,138.5833,No,coastal,,,-34.9167,138.5833,
628,1,10,1987,injured,NT,edith falls,bull shark,Carcharhinus leucas,-14.1667,132.1833,No,coastal,,,-14.1667,132.1833,
629,1,12,1987,uninjured,QLD,"the cod hole, near lizard island",hammerhead shark ,Sphyrnidae,-14.6667,145.4500,No,island open ocean,,,-14.6667,145.4500,
630,1,7,1988,injured,NSW,norah head,white shark,Carcharodon carcharias ,-33.2667,151.5667,No,coastal,,,-33.2667,151.5667,
631,1,10,1988,injured,SA,moana beach south of adelaide,white shark,Carcharodon carcharias ,-34.9167,138.5833,No,coastal,,,-34.9167,138.5833,
632,1,10,1988,uninjured,QLD,lady musgrave island,tiger shark,Galeocerdo cuvier ,-23.9000,152.3833,No,island open ocean,,,-23.9000,152.3833,
633,1,10,1988,injured,VIC,"surfies point, phillip island",white shark,Carcharodon carcharias ,-38.5000,145.2667,No,coastal,,,-38.5000,145.2667,
634,1,11,1988,fatal,QLD,yeppoon,tiger shark,Galeocerdo cuvier ,-23.1167,150.7333,No,coastal,,,-23.1167,150.7333,
635,1,11,1988,fatal,QLD,yeppoon,tiger shark,Galeocerdo cuvier ,-23.1167,150.7333,No,coastal,,,-23.1167,150.7333,
636,1,1,1989,injured,NSW,"south head, sydney ",wobbegong,Orectolobidae,-33.8667,151.2000,No,coastal,,,-33.8667,151.2000,
637,1,1,1989,uninjured,VIC,"surfies beach, phillip island",white shark,Carcharodon carcharias ,-38.5000,145.2667,No,coastal,,,-38.5000,145.2667,
638,1,1,1989,injured,WA,"rottnest island, parker point",wobbegong,Orectolobidae,-32.0000,115.5167,No,coastal,,,-32.0000,115.5167,
639,1,1,1989,injured,NSW,"ballina south, half tide beach",white shark,Carcharodon carcharias ,-28.8833,153.5500,No,coastal,,,-28.8833,153.5500,
640,1,3,1989,uninjured,WA,"broome, roebuck bay",tiger shark,Galeocerdo cuvier ,-17.9667,122.2333,No,coastal,,,-17.9667,122.2333,
641,1,3,1989,injured,QLD,"torres strait, badu island harbour",whaler shark,Carcharhinidae,-10.1167,142.1333,No,island open ocean,,,-10.1167,142.1333,
642,1,3,1989,fatal,SA,"waitpinga beach, encounter bay",white shark,Carcharodon carcharias ,-35.6333,138.4833,No,coastal,,,-35.6333,138.4833,
643,1,8,1989,uninjured,NSW,lennox head,white shark,Carcharodon carcharias ,-28.7833,153.5833,No,coastal,,,-28.7833,153.5833,
644,1,10,1989,uninjured,TAS,"shelly point, scamander",white shark,Carcharodon carcharias ,-41.4333,148.2667,No,estuary/harbour,,,-41.4333,148.2667,
645,1,10,1989,injured,NT,edith falls,bull shark,Carcharhinus leucas,-14.1667,132.1833,No,coastal,,,-14.1667,132.1833,
646,1,11,1989,injured,VIC,kilcunda,white shark,Carcharodon carcharias ,-38.5333,145.4667,No,coastal,,,-38.5333,145.4667,
647,1,11,1989,injured,QLD,"mermaid waters, gold coast (canal)",bull shark,Carcharhinus leucas,-28.0333,153.4000,No,river,,,-28.0333,153.4000,
648,1,12,1989,injured,WA,capes area,wobbegong,Orectolobidae,-16.3833,122.9167,No,island open ocean,,,-16.3833,122.9167,
649,1,12,1989,injured,NT,"gove peninsula, cape wirrawoi",tiger shark,Galeocerdo cuvier ,-12.2833,136.8167,No,coastal,,,-12.2833,136.8167,
650,1,4,1990,uninjured,QLD,"greenmount point, coolangatta",tiger shark,Galeocerdo cuvier ,-28.1500,153.5333,No,coastal,,,-28.1500,153.5333,
651,1,4,1990,uninjured,NSW,"tweed heads, fingal",white shark,Carcharodon carcharias ,-28.1833,153.5500,No,coastal,,,-28.1833,153.5500,
652,1,4,1990,fatal,QLD,"dingo reef, off townsville",tiger shark,Galeocerdo cuvier ,-19.1667,148.3833,No,island open ocean,,,-19.1667,148.3833,
653,1,5,1990,injured,QLD,"opal reef, port douglas",hammerhead shark ,Sphyrnidae,-16.2167,145.8833,No,ocean/pelagic,,,-16.2167,145.8833,
654,1,5,1990,injured,QLD,"opal reef, port douglas",hammerhead shark ,Sphyrnidae,-16.2167,145.8833,No,island open ocean,,,-16.2167,145.8833,
655,1,9,1990,injured,QLD,rainbow beach. near gympie,wobbegong,Orectolobidae,-25.9000,153.0833,No,coastal,,,-25.9000,153.0833,
656,1,10,1990,injured,QLD,"mermaid waters, gold coast (canal)",bull shark,Carcharhinus leucas,-28.0333,153.4000,No,river,,,-28.0333,153.4000,
657,1,10,1990,injured,SA,"goolwa beach, adelaide",white shark,Carcharodon carcharias ,-35.5167,138.7667,No,coastal,,,-35.5167,138.7667,
658,1,11,1990,injured,QLD,surfers paradise (canals),bull shark,Carcharhinus leucas,-28.0000,153.4167,No,river,,,-28.0000,153.4167,
659,1,1,1991,injured,QLD,gladstone harbour,,,-23.8333,151.2500,No,coastal,,,-23.8333,151.2500,
660,1,1,1991,uninjured,VIC,"queenscliff beach, melbourne",bronze whaler shark,Carcharhinus brachyurus,-38.2667,144.6500,No,coastal,,,-38.2667,144.6500,
661,1,1,1991,uninjured,NSW,"putty beach, central coast",dusky shark,Carcharhinus obscurus,-33.5167,151.3667,No,coastal,,,-33.5167,151.3667,
662,1,1,1991,injured,QLD,"mermaid waters, gold coast (canal)",bull shark,Carcharhinus leucas,-28.0333,153.4000,No,river,,,-28.0333,153.4000,
663,1,3,1991,injured,NSW,"bass point, wollongong",grey nurse shark,Carcharius taurus,-34.5667,150.8667,No,coastal,,,-34.5667,150.8667,
664,1,9,1991,fatal,SA,aldinga beach,white shark,Carcharodon carcharias ,-35.2833,138.4333,No,coastal,,,-35.2833,138.4333,
665,1,11,1991,injured,WA,"backbeach, halls head",white shark,Carcharodon carcharias ,-32.5167,115.7000,No,coastal,,,-32.5167,115.7000,
666,1,1,1992,injured,QLD,"duranbah, north of tweed heads",white shark,Carcharodon carcharias ,-28.1667,153.5333,No,coastal,,,-28.1667,153.5333,
667,1,2,1992,uninjured,QLD,"nielson park, bundaberg",tiger shark,Galeocerdo cuvier ,-24.8667,152.3500,No,coastal,,,-24.8667,152.3500,
668,1,3,1992,uninjured,QLD,"evandale channal,chevron is",bull shark,Carcharhinus leucas,-27.9833,153.3333,No,river,,,-27.9833,153.3333,
669,1,3,1992,injured,VIC,"port phillip bay, point lonsdale, west melbourne",white shark,Carcharodon carcharias ,-38.2833,144.6000,No,coastal,,,-38.2833,144.6000,
670,1,8,1992,injured,SA,"lipson cove, tumby bay",white shark,Carcharodon carcharias ,-34.2500,135.1667,No,coastal,,,-34.2500,135.1667,
671,1,10,1992,fatal,QLD,"moreton island, brisbane",white shark,Carcharodon carcharias ,-27.0833,153.4000,No,coastal,,,-27.0833,153.4000,
672,1,1,1993,injured,QLD,"line reef, 50k off hayman island",whitetip reef shark,Triaenodon obesus  ,-20.0500,148.8833,No,island open ocean,,,-20.0500,148.8833,
673,1,4,1993,uninjured,TAS,"tenth island, georgetown",white shark,Carcharodon carcharias ,-40.9333,146.9833,No,island open ocean,,,-40.9333,146.9833,
674,1,4,1993,injured,SA,point clinton,white shark,Carcharodon carcharias ,-34.2167,138.0167,No,coastal,,,-34.2167,138.0167,
675,1,6,1993,fatal,TAS,"tenth island, georgetown",white shark,Carcharodon carcharias ,-40.9333,146.9833,No,island open ocean,,,-40.9333,146.9833,
676,1,6,1993,fatal,NSW,"byron bay, julian rocks",white shark,Carcharodon carcharias ,-28.6333,153.6167,No,coastal,,,-28.6333,153.6167,
677,1,11,1993,fatal,WA,"broome, roebuck bay",tiger shark,Galeocerdo cuvier ,-17.9667,122.2333,No,Coastal,,,-17.9667,122.2333,
678,1,12,1993,uninjured,QLD,"rockhampton, farnborough beach",whaler shark,Carcharhinidae,-23.3667,150.5000,No,coastal,,,-23.3667,150.5000,
679,1,1,1994,injured,QLD,"brisbane river, karana downs reach ",bull shark,Carcharhinus leucas,-27.5333,153.8333,No,river,,,-27.5333,153.8333,
680,1,1,1994,injured,QLD,"buds beach, gold coast canal",bull shark,Carcharhinus leucas,-27.9833,153.4167,No,river,,,-27.9833,153.4167,
681,1,2,1994,injured,SA,"stinky bay, nora creina",wobbegong,Orectolobidae,-37.3167,139.8333,No,coastal,,,-37.3167,139.8333,
682,1,4,1994,injured,QLD,"broadbeach, surfers paradise",whaler shark,Carcharhinidae,-27.9333,153.4167,No,coastal,,,-27.9333,153.4167,
683,1,11,1994,injured,VIC,mornington peninsula (pier),wobbegong,Orectolobidae,-38.4667,144.8833,No,coastal,,,-38.4667,144.8833,
684,1,2,1995,uninjured,VIC,"seal rocks, phillip island",sevengill shark,Notorynchus cepedianus,-38.5167,145.0833,No,island open ocean,,,-38.5167,145.0833,
685,1,2,1995,injured,SA,"boomer beach, port elliot",wobbegong,Orectolobidae,-35.5333,138.6667,No,coastal,,,-35.5333,138.6667,
686,1,3,1995,injured,SA,cactus beach,white shark,Carcharodon carcharias ,-32.0833,132.9667,No,coastal,,,-32.0833,132.9667,
687,1,3,1995,uninjured,NSW,"clark island, sydney harbour",bull shark,Carcharhinus leucas,-33.8500,151.2333,No,estuary/harbour,,,-33.8500,151.2333,
688,1,4,1995,injured,NSW,eden,wobbegong,Orectolobidae,-37.0500,149.9000,No,coastal,,,-37.0500,149.9000,
689,1,5,1995,uninjured,WA,"bernier island, shark bay",tiger shark,Galeocerdo cuvier ,-24.8333,113.1333,No,island open ocean,,,-24.8333,113.1333,
690,1,9,1995,fatal,WA,"hopetoun, starvation bay",white shark,Carcharodon carcharias ,-33.8833,120.6833,No,coastal,,,-33.8833,120.6833,
691,1,10,1995,injured,QLD,"hervey bay, pialba",tiger shark,Galeocerdo cuvier ,-25.0000,152.8333,No,coastal,,,-25.0000,152.8333,
692,1,11,1995,injured,NSW,"brooms head, lake arragan",bull shark,Carcharhinus leucas,-29.5333,153.3333,No,estuary/harbour,,,-29.5333,153.3333,
693,1,11,1995,injured,QLD,"fishermans beach, great keppel",tiger shark,Galeocerdo cuvier ,-23.1667,150.9500,No,coastal,,,-23.1667,150.9500,
694,1,12,1995,injured,NSW,"little patonga beach, hawkesbury river",bull shark,Carcharhinus leucas,-33.5500,151.2667,No,estuary/harbour,,,-33.5500,151.2667,
695,1,1,1996,injured,QLD,"coomera river mouth, gold coast",bull shark,Carcharhinus leucas,-27.8500,153.4000,No,estuary/harbour,,,-27.8500,153.4000,
696,1,1,1996,injured,WA,"mutton bird island, albany",wobbegong,Orectolobidae,-35.0500,117.6833,No,island open ocean,,,-35.0500,117.6833,
697,1,2,1996,injured,NSW,"parramatta river, sydney",bull shark,Carcharhinus leucas,-33.8667,151.2000,No,coastal,,,-33.8667,151.2000,
698,1,2,1996,injured,NSW,"lord howe island, ned's beach",galapagos shark,Carcharhinus galapagensis,-31.5167,159.0500,No,coastal,,,-31.5167,159.0500,
699,1,3,1996,injured,QLD,"heron island, barrier reef",whaler shark,Carcharhinidae,-23.4333,151.9000,No,island open ocean,,,-23.4333,151.9000,
700,1,4,1996,injured,NSW,"mona vale beach, sydney",wobbegong,Orectolobidae,-33.6667,151.3000,No,coastal,,,-33.6667,151.3000,
701,1,4,1996,injured,NSW,"mona vale beach, sydney",wobbegong,Orectolobidae,-33.6667,151.3000,No,river,,,-33.6667,151.3000,
702,1,6,1996,uninjured,VIC,suicide point at point leo,white shark,Carcharodon carcharias ,-38.4167,145.0667,No,coastal,,,-38.4167,145.0667,
703,1,9,1996,injured,WA,"rottnest island, parker point",wobbegong,Orectolobidae,-32.0000,115.5167,No,island open ocean,,,-32.0000,115.5167,
704,1,12,1996,injured,VIC,anglesea beach,wobbegong,Orectolobidae,-38.4167,144.1833,No,estuary/harbour,,,-38.4167,144.1833,
705,1,12,1996,injured,QLD,"sunshine coast, coolumn beach",wobbegong,Orectolobidae,-26.5000,153.0000,No,coastal,,,-26.5000,153.0000,
706,1,1,1997,injured,QLD,"whitehaven beach, whitsunday island",tiger shark,Galeocerdo cuvier ,-20.2500,148.9667,No,coastal,,,-20.2500,148.9667,
707,1,1,1997,injured,QLD,"rainbow bay, coolangatta",bull shark,Carcharhinus leucas,-28.1500,153.5333,No,coastal,,,-28.1500,153.5333,
708,1,1,1997,uninjured,VIC,"seal rocks, phillip island",white shark,Carcharodon carcharias ,-38.5167,145.0833,No,island open ocean,,,-38.5167,145.0833,
709,1,2,1997,injured,QLD,"ravens cove, whitsundays",grey reef shark,Carcharhinus amblyrhynchos,-20.2667,148.9000,No,coastal,,,-20.2667,148.9000,
710,1,2,1997,injured,QLD,"nerang river, 14km upstream",bull shark,Carcharhinus leucas,-27.9833,153.3333,No,river,,,-27.9833,153.3333,
711,1,2,1997,uninjured,NSW,"parramatta river, sydney",bull shark,Carcharhinus leucas,-33.8667,151.2000,No,river,,,-33.8667,151.2000,
712,1,7,1997,injured,QLD,"maroochydore, pincushion",tiger shark,Galeocerdo cuvier ,-26.6500,153.1000,No,coastal,,,-26.6500,153.1000,
713,1,10,1997,injured,WA,"cottesloe beach, perth",white shark,Carcharodon carcharias ,-31.9833,115.7500,No,coastal,,,-31.9833,115.7500,
714,1,11,1997,uninjured,VIC,surf coast - 13th beach,white shark,Carcharodon carcharias ,-38.2833,144.4500,No,coastal,,,-38.2833,144.4500,
715,1,11,1997,injured,WA,albany,white shark,Carcharodon carcharias ,-35.1333,117.9500,No,coastal,,,-35.1333,117.9500,
716,1,12,1997,injured,WA,gnarabup beach,wobbegong,Orectolobidae,-33.9833,114.9833,No,coastal,,,-33.9833,114.9833,
717,1,12,1997,injured,NSW,"evans head, shark bay",wobbegong,Orectolobidae,-29.1000,153.4333,No,coastal,,,-29.1000,153.4333,
718,1,12,1997,injured,QLD,"luncheon bay, hook island",bull shark,Carcharhinus leucas,-20.1167,148.9167,No,coastal,,,-20.1167,148.9167,
719,1,1,1998,injured,WA,hamelin bay,wobbegong,Orectolobidae,-34.2167,115.0167,No,island open ocean,,,-34.2167,115.0167,
720,1,1,1998,uninjured,QLD,"orpheus island, juno bay",tiger shark,Galeocerdo cuvier ,-18.6667,146.5000,No,island open ocean,,,-18.6667,146.5000,
721,1,1,1998,injured,SA,"middleton beach, adelaide",wobbegong,Orectolobidae,-35.5000,138.7000,No,coastal,,,-35.5000,138.7000,
722,1,6,1998,fatal,SA,south neptune island,white shark,Carcharodon carcharias ,-35.3167,136.1000,No,coastal,,,-35.3167,136.1000,
723,1,9,1998,injured,NSW,jervis bay,wobbegong,Orectolobidae,-35.0333,150.7167,No,coastal,,,-35.0333,150.7167,
724,1,10,1998,injured,QLD,sunshine coast,wobbegong,Orectolobidae,-26.5000,153.0000,No,coastal,,,-26.5000,153.0000,
725,1,12,1998,injured,SA,"middleton beach, adelaide",wobbegong,Orectolobidae,-35.5000,138.7000,No,coastal,,,-35.5000,138.7000,
726,1,12,1998,injured,NSW,"botany bay, sydney",whaler shark,Carcharhinidae,-33.9500,151.1500,No,estuary/harbour,,,-33.9500,151.1500,
727,1,2,1999,injured,NSW,"nambucca heads, scott's head beach ",white shark,Carcharodon carcharias ,-30.5667,152.9833,No,ocean/pelagic,,,-30.5667,152.9833,
728,1,5,1999,fatal,SA,flaherty's beach hardwicke bay,white shark,Carcharodon carcharias ,-34.8833,137.4500,No,coastal,,,-34.8833,137.4500,
729,1,10,1999,injured,QLD,"stradbroke island, amity point",wobbegong,Orectolobidae,-27.3833,153.4333,No,coastal,,,-27.3833,153.4333,
730,1,12,1999,uninjured,NSW,"forster, the pinnacle",bronze whaler shark,Carcharhinus brachyurus,-32.2167,152.6000,No,ocean/pelagic,,,-32.2167,152.6000,
731,1,12,1999,uninjured,WA,"scarborough beach, perth",white shark,Carcharodon carcharias ,-31.8833,115.7500,No,coastal,,,-31.8833,115.7500,
732,1,2,2000,uninjured,NSW,"wanda beach, sydney",white shark,Carcharodon carcharias ,-34.0333,151.1500,No,coastal,,,-34.0333,151.1500,
733,1,2,2000,injured,SA,"cactus beach, point sinclair, ceduna",white shark,Carcharodon carcharias ,-32.0833,132.9833,No,coastal,,,-32.0833,132.9833,
734,1,2,2000,injured,WA,sorrento beach,wobbegong,Orectolobidae,-31.8167,115.7333,No,coastal,,,-31.8167,115.7333,
735,1,3,2000,injured,QLD,"main beach, gold coast",white shark,Carcharodon carcharias ,-27.9667,153.4167,No,coastal,,,-27.9667,153.4167,
736,1,3,2000,injured,WA,margaret river  nr perth,white shark,Carcharodon carcharias ,-31.9500,115.0667,No,coastal,,,-31.9500,115.0667,
737,1,3,2000,uninjured,NSW,"mcmasters beach, central coast",white shark,Carcharodon carcharias ,-33.4833,151.4167,No,coastal,,,-33.4833,151.4167,
738,1,3,2000,injured,NSW,"athol bay, taronga wharf, sydney harbour",bull shark,Carcharhinus leucas,-33.8667,151.2000,No,estuary/harbour,,,-33.8667,151.2000,
739,1,3,2000,uninjured,NSW,"parramatta river, sydney",bull shark,Carcharhinus leucas,-33.8667,151.2000,No,river,,,-33.8667,151.2000,
